Date;Bloomberg Euro Aggregate Corporate Total Return Index EU;Change;% Change;Bloomberg Euro Aggregate Treasury Germany Total Return Index;Change;% Change;Bloomberg Baa Corporate Total Return Index;Change;% Change;Bloomberg Global Treasury Total Return Index;Change;% Change;Bloomberg Global Agg Corporate Total Return Index;Change;% Change;;;;;
31.08.2012;200,9807;2,0716;1,041480757;215,0334;-0,457;-0,212074413;664,0935;2,3052;0,348328914;606,3044;4,2152;0,7000956;220,6814;2,6982;1,237801812;;;;;
31.07.2012;198,9091;4,7328;2,437372635;215,4904;4,3561;2,063189164;661,7883;18,8109;2,925592719;602,0892;6,5498;1,099809685;217,9832;4,3033;2,013900231;;;;;
29.06.2012;194,1763;-0,4468;-0,229571926;211,1343;-5,5783;-2,5740543;642,9774;0,8726;0,135896819;595,5394;0,7452;0,125287032;213,6799;2,2145;1,047216235;;;;;
31.05.2012;194,6231;0,2444;0,125733941;216,7126;6,9197;3,298348038;642,1048;4,2706;0,669547039;594,7942;-3,7414;-0,625092309;211,4654;-3,5488;-1,650495642;;;;;
30.04.2012;194,3787;0,2334;0,120219238;209,7929;2,2036;1,061519067;637,8342;9,0722;1,442867094;598,5356;9,0712;1,538888523;215,0142;1,9414;0,911143985;;;;;
30.03.2012;194,1453;1,6429;0,853443905;207,5893;0,1439;0,06936765;628,762;-6,9568;-1,094320319;589,4644;-6,4539;-1,083017588;213,0728;-0,994;-0,464341037;;;;;
29.02.2012;192,5024;3,4361;1,817404794;207,4454;0,3041;0,146808;635,7188;7,6075;1,211170695;595,9183;-5,7924;-0,962655309;214,0668;3,2607;1,546776872;;;;;
31.01.2012;189,0663;5,3976;2,938769643;207,1413;0,3499;0,169204329;628,1113;14,3559;2,339026264;601,7107;9,3922;1,585667171;210,8061;5,674;2,76602248;;;;;
30.12.2011;183,6687;4,6219;2,581392128;206,7914;6,1308;3,055308317;613,7554;13,6803;2,279764649;592,3185;4,8746;0,829798386;205,1321;2,1052;1,036906932;;;;;
30.11.2011;179,0468;-5,6549;-3,061639389;200,6606;-1,061;-0,525972429;600,0751;-12,3154;-2,011037075;587,4439;-8,6739;-1,455064754;203,0269;-6,917;-3,294689677;;;;;
31.10.2011;184,7017;3,4684;1,913776331;201,7216;-1,4135;-0,695842324;612,3905;13,0022;2,169244878;596,1178;3,9163;0,66131207;209,9439;6,7175;3,305426854;;;;;
30.09.2011;181,2333;-2,2215;-1,21092498;203,1351;4,6835;2,360021285;599,3883;0,019;0,003169999;592,2015;-13,2655;-2,190953429;203,2264;-6,4273;-3,065674491;;;;;
31.08.2011;183,4548;-2,4017;-1,292233524;198,4516;4,3532;2,242779951;599,3693;-1,4979;-0,249289693;605,467;11,8825;2,001821139;209,6537;-1,3932;-0,660137628;;;;;
29.07.2011;185,8565;2,1768;1,185106465;194,0984;5,7533;3,054658709;600,8672;16,5503;2,832418504;593,5845;13,8611;2,39098508;211,0469;4,456;2,156919787;;;;;
30.06.2011;183,6797;-0,8112;-0,439696484;188,3451;-0,2773;-0,147013292;584,3169;-5,8333;-0,988443281;579,7234;1,1826;0,204410821;206,5909;-1,1053;-0,532171508;;;;;
31.05.2011;184,4909;1,6639;0,910095336;188,6224;2,7039;1,454346932;590,1502;9,1835;1,580727432;578,5408;-1,073;-0,185123267;207,6962;-0,3567;-0,171446781;;;;;
29.04.2011;182,827;1,7899;0,988692373;185,9185;1,5714;0,852413735;580,9667;10,9065;1,91321899;579,6138;18,7291;3,339206792;208,0529;6,7502;3,35325855;;;;;
31.03.2011;181,0371;-0,6;-0,330328991;184,3471;-1,9307;-1,036462745;570,0602;-0,0892;-0,015645022;560,8847;1,9491;0,348716382;201,3027;1,0256;0,512090499;;;;;
28.02.2011;181,6371;1,4496;0,804495317;186,2778;0,2385;0,128198719;570,1494;4,6665;0,825223893;558,9356;2,0752;0,372660724;200,2771;2,314;1,16890471;;;;;
31.01.2011;180,1875;-0,7918;-0,437508599;186,0393;-2,5588;-1,356747496;565,4829;2,6826;0,476652198;556,8604;-0,1852;-0,033246829;197,9631;1,3283;0,675516236;;;;;
31.12.2010;180,9793;-0,4321;-0,238187898;188,5981;-2,3898;-1,251283458;562,8003;-6,0945;-1,071287697;557,0456;9,7575;1,782881813;196,6348;1,5897;0,815042265;;;;;
30.11.2010;181,4114;-2,4913;-1,354683754;190,9879;-0,5105;-0,266581862;568,8948;-3,8259;-0,668021952;547,2881;-26,7285;-4,656398439;195,0451;-7,0029;-3,465958584;;;;;
29.10.2010;183,9027;-0,0892;-0,048480395;191,4984;-2,1479;-1,109187214;572,7207;2,4774;0,434446139;574,0166;8,0206;1,417077152;202,048;2,0527;1,02637412;;;;;
30.09.2010;183,9919;-0,5053;-0,273879495;193,6463;-2,3363;-1,192095625;570,2433;5,2993;0,938022176;565,996;13,8074;2,500486247;199,9953;5,5922;2,876600219;;;;;
31.08.2010;184,4972;3,4251;1,89156695;195,9826;7,2741;3,854675333;564,944;10,4751;1,889213263;552,1886;10,5873;1,954814363;194,4031;2,3814;1,240172335;;;;;
30.07.2010;181,0721;2,1771;1,216970849;188,7085;-1,182;-0,622463999;554,4689;11,8183;2,177883891;541,6013;19,1226;3,659976952;192,0217;7,5062;4,068059323;;;;;
30.06.2010;178,895;0,4174;0,233866883;189,8905;0,9972;0,527917083;542,6506;10,1507;1,9062351;522,4787;9,0195;1,756614742;184,5155;3,0137;1,660424304;;;;;
31.05.2010;178,4776;-0,9759;-0,543817758;188,8933;4,5318;2,458105407;532,4999;-5,0168;-0,933329141;513,4592;-5,8923;-1,13454953;181,5018;-6,2722;-3,340292053;;;;;
30.04.2010;179,4535;1,0301;0,577334587;184,3615;2,0284;1,112469431;537,5167;11,165;2,12120527;519,3515;-1,2468;-0,239493675;187,774;1,1583;0,620687327;;;;;
31.03.2010;178,4234;1,8248;1,033303775;182,3331;0,5561;0,305924292;526,3517;1,3048;0,248511133;520,5983;-8,1565;-1,542586469;186,6157;0,4422;0,237520377;;;;;
26.02.2010;176,5986;1,0043;0,571943395;181,777;1,6955;0,941518146;525,0469;2,6336;0,504121928;528,7548;1,3538;0,256692725;186,1735;-0,898;-0,480030363;;;;;
29.01.2010;175,5943;2,8169;1,630363693;180,0815;2,7213;1,534335212;522,4133;10,709;2,092810242;527,401;1,3895;0,264157723;187,0715;1,2672;0,682007898;;;;;
31.12.2009;172,7774;-0,0744;-0,043042653;177,3602;-1,7549;-0,979761059;511,7043;-1,5369;-0,299449849;526,0115;-27,5148;-4,970820718;185,8043;-4,8106;-2,523727159;;;;;
30.11.2009;172,8518;1,5159;0,884753283;179,1151;1,8149;1,023631107;513,2412;9,2472;1,834783747;553,5263;17,0483;3,177819035;190,6149;3,9067;2,092409439;;;;;
30.10.2009;171,3359;1,4576;0,85802601;177,3002;-0,0241;-0,013590918;503,994;3,7019;0,739947723;536,478;0,3564;0,066477456;186,7082;2,2838;1,238339395;;;;;
30.09.2009;169,8783;2,5523;1,525345732;177,3243;0,9207;0,521928124;500,2921;10,027;2,045220025;536,1216;12,3197;2,351976959;184,4244;4,3744;2,429547348;;;;;
31.08.2009;167,326;1,9078;1,153319284;176,4036;0,7339;0,417772672;490,2651;10,3597;2,158696276;523,8019;9,8443;1,915391464;180,05;3,976;2,258141463;;;;;
31.07.2009;165,4182;5,5208;3,452714053;175,6697;1,8715;1,07682358;479,9054;22,6265;4,948074359;513,9576;8,8051;1,743057789;176,074;7,3582;4,361298705;;;;;
30.06.2009;159,8974;3,4894;2,230960053;173,7982;1,9514;1,135546312;457,2789;16,5738;3,760746132;505,1525;0,6258;0,124037043;168,7158;3,5124;2,126106363;;;;;
29.05.2009;156,408;3,5676;2,334199596;171,8468;-2,5569;-1,466081282;440,7051;19,1727;4,548333651;504,5267;16,082;3,292491453;165,2034;10,238;6,606636062;;;;;
30.04.2009;152,8404;4,3559;2,933572191;174,4037;-0,8283;-0,472687637;421,5324;19,0556;4,734583459;488,4447;1,4339;0,294428789;154,9654;5,0234;3,350228755;;;;;
31.03.2009;148,4845;-0,4623;-0,310379276;175,232;0,8713;0,499711231;402,4768;-0,6048;-0,150044061;487,0108;12,279;2,586513059;149,942;1,5486;1,04357741;;;;;
27.02.2009;148,9468;-0,6582;-0,439958558;174,3607;1,9827;1,150204783;403,0816;-4,1074;-1,008720766;474,7318;-16,0617;-3,272598353;148,3934;-3,5995;-2,368202725;;;;;
30.01.2009;149,605;0,2859;0,191469142;172,378;-1,8104;-1,039334422;407,189;10,5664;2,66409428;490,7935;-21,7158;-4,237152379;151,9929;-3,9102;-2,508096375;;;;;
31.12.2008;149,3191;0,8805;0,593174552;174,1884;2,9817;1,741579039;396,6226;19,3668;5,133599006;512,5093;34,533;7,224835206;155,9031;9,4393;6,444800695;;;;;
28.11.2008;148,4386;2,2571;1,54403943;171,2067;6,5411;3,972353667;377,2558;10,2096;2,781557199;477,9763;15,4036;3,329984671;146,4638;3,2566;2,274047674;;;;;
31.10.2008;146,1815;-3,0716;-2,057980705;164,6656;3,1344;1,940430084;367,0462;-45,5654;-11,0431699;462,5727;-9,3481;-1,980862043;143,2072;-12,8771;-8,250093059;;;;;
30.09.2008;149,2531;-6,8075;-4,362087548;161,5312;1,7599;1,101511974;412,6116;-21,8273;-5,024250821;471,9208;-6,427;-1,343583058;156,0843;-12,736;-7,544116436;;;;;
29.08.2008;156,0606;1,3366;0,86386081;159,7713;1,971;1,249047055;434,4389;3,5215;0,81720998;478,3478;-10,021;-2,051932884;168,8203;-3,4109;-1,980419343;;;;;
31.07.2008;154,724;1,7501;1,144051371;157,8003;2,7613;1,781035739;430,9174;-3,4601;-0,7965652;488,3688;1,7371;0,356964004;172,2312;-0,5564;-0,322013848;;;;;
30.06.2008;152,9739;-1,9078;-1,231778835;155,039;-1,0809;-0,69235248;434,3775;-1,747;-0,400573689;486,6317;1,6568;0,341625927;172,7876;-0,6703;-0,386433826;;;;;
30.05.2008;154,8817;-0,971;-0,623024176;156,1199;-1,9322;-1,222508274;436,1245;-2,7094;-0,617409001;484,9749;-7,2119;-1,465277005;173,4579;-1,3867;-0,793104277;;;;;
30.04.2008;155,8527;1,1939;0,771957367;158,0521;-1,1131;-0,699336287;438,8339;5,8573;1,352798281;492,1868;-15,9317;-3,135430023;174,8446;-0,0196;-0,011208698;;;;;
31.03.2008;154,6588;-2,6107;-1,660016723;159,1652;-0,8854;-0,55320005;432,9766;-5,4357;-1,239860287;508,1185;14,7556;2,990820753;174,8642;0,2356;0,134914899;;;;;
29.02.2008;157,2695;-0,0537;-0,034133554;160,0506;1,1058;0,695713229;438,4123;-1,7567;-0,399096711;493,3629;11,5966;2,407100704;174,6286;1,4058;0,811555985;;;;;
31.01.2008;157,3232;2,172;1,399924719;158,9448;3,9001;2,51546812;440,169;1,4481;0,330073174;481,7663;16,824;3,618513523;173,2228;2,5649;1,502948296;;;;;
31.12.2007;155,1512;-0,7481;-0,479861039;155,0447;-0,6999;-0,449389578;438,7209;0,6399;0,146068878;464,9423;-2,408;-0,515245203;170,6579;-0,6536;-0,381527218;;;;;
30.11.2007;155,8993;-0,6627;-0,423282789;155,7446;1,2379;0,801195029;438,081;1,199;0,274444816;467,3503;11,7797;2,585702414;171,3115;0,8673;0,508846884;;;;;
31.10.2007;156,562;1,2725;0,819437245;154,5067;1,0416;0,67872109;436,882;6,1988;1,439294591;455,5706;7,3525;1,640384447;170,4442;3,0973;1,850826039;;;;;
28.09.2007;155,2895;-0,2096;-0,134791777;153,4651;-0,0426;-0,027751051;430,6832;2,6216;0,61243522;448,2181;10,648;2,433438665;167,3469;3,2438;1,97668417;;;;;
31.08.2007;155,4991;0,5435;0,350745633;153,5077;1,3545;0,890221172;428,0616;4,1484;0,978596562;437,5701;6,5727;1,524997599;164,1031;0,8976;0,549981465;;;;;
31.07.2007;154,9556;0,5917;0,383315011;152,1532;2,3147;1,544796564;423,9132;-0,055;-0,012972671;430,9974;11,9373;2,848589021;163,2055;1,799;1,11457717;;;;;
29.06.2007;154,3639;-0,6058;-0,390915127;149,8385;-0,675;-0,448464756;423,9682;-2,4578;-0,576371985;419,0601;-2,4482;-0,58081893;161,4065;-0,5272;-0,325565339;;;;;
31.05.2007;154,9697;-1,1943;-0,764772931;150,5135;-1,6295;-1,071031858;426,426;-4,1328;-0,959868896;421,5083;-8,2345;-1,916146123;161,9337;-2,352;-1,431652298;;;;;
30.04.2007;156,164;-0,0669;-0,042821234;152,143;-0,1959;-0,128594863;430,5588;3,6414;0,852951882;429,7428;4,4313;1,041895176;164,2857;2,1552;1,329299546;;;;;
30.03.2007;156,2309;-0,3882;-0,247862489;152,3389;-0,6699;-0,437817956;426,9174;-3,0374;-0,706446352;425,3115;1,2488;0,294484754;162,1305;-0,2355;-0,145042681;;;;;
28.02.2007;156,6191;1,5517;1,000661648;153,0088;1,4882;0,982176681;429,9548;9,7723;2,325727511;424,0627;9,2919;2,240249314;162,366;3,4984;2,202085258;;;;;
31.01.2007;155,0674;-0,0495;-0,031911416;151,5206;-0,7141;-0,469078338;420,1825;0,663;0,158037946;414,7708;-5,7197;-1,360244762;158,8676;-1,0314;-0,645032177;;;;;
29.12.2006;155,1169;-1,3246;-0,846706277;152,2347;-1,5902;-1,033772816;419,5195;-4,3138;-1,017805821;420,4905;-7,1477;-1,671436275;159,899;-2,0055;-1,23869318;;;;;
30.11.2006;156,4415;0,9182;0,590393851;153,8249;0,7309;0,477419102;423,8333;6,6706;1,599040374;427,6382;11,3603;2,729018283;161,9045;3,9447;2,497280954;;;;;
31.10.2006;155,5233;0,5064;0,326674059;153,094;0,3876;0,253820403;417,1627;3,4913;0,843979062;416,2779;4,1059;0,996161797;157,9598;1,7826;1,141395799;;;;;
29.09.2006;155,0169;0,5544;0,358922068;152,7064;0,8503;0,559937994;413,6714;4,818;1,178417496;412,172;-0,9108;-0,220488483;156,1772;0,2388;0,153137393;;;;;
31.08.2006;154,4625;1,4775;0,965780959;151,8561;1,6737;1,114444835;408,8534;7,8208;1,950165647;413,0828;3,6633;0,894754647;155,9384;2,3231;1,512284258;;;;;
31.07.2006;152,985;1,5688;1,036084646;150,1824;1,5571;1,047668196;401,0326;5,7268;1,448701233;409,4195;3,361;0,827713248;153,6153;1,8137;1,194783191;;;;;
30.06.2006;151,4162;-0,7295;-0,479474609;148,6253;-0,4698;-0,315100899;395,3058;0,4464;0,113052899;406,0585;-4,6783;-1,139001911;151,8016;-1,017;-0,665494907;;;;;
31.05.2006;152,1457;0,501;0,330377521;149,0951;0,4719;0,317514358;394,8594;-1,2002;-0,3030352;410,7368;6,7871;1,680184439;152,8186;1,7348;1,148236939;;;;;
28.04.2006;151,6447;-0,5186;-0,340818055;148,6232;-1,1263;-0,752122712;396,0596;-1,3533;-0,340527446;403,9497;9,4079;2,38451287;151,0838;2,4368;1,63932;;;;;
31.03.2006;152,1633;-1,6242;-1,056132651;149,7495;-2,0519;-1,351700314;397,4129;-6,3388;-1,569974814;394,5418;-4,5136;-1,131071024;148,647;-1,5868;-1,056220371;;;;;
28.02.2006;153,7875;0,0933;0,060704958;151,8014;0,2471;0,163043873;403,7517;2,3682;0,590009305;399,0554;-1,8979;-0,473346896;150,2338;-0,5617;-0,372491222;;;;;
31.01.2006;153,6942;-0,5914;-0,383315099;151,5543;-0,9982;-0,654332115;401,3835;-0,5953;-0,148092387;400,9533;5,8905;1,491028768;150,7955;1,6729;1,121828616;;;;;
30.12.2005;154,2856;0,6296;0,409746447;152,5525;1,4227;0,941376221;401,9788;4,1327;1,038768509;395,0628;4,4774;1,14633061;149,1226;1,2158;0,822004127;;;;;
30.11.2005;153,656;-0,1288;-0,083753401;151,1298;-0,061;-0,04034637;397,8461;2,2157;0,560042909;390,5854;-4,3641;-1,104976712;147,9068;-0,6335;-0,426483587;;;;;
31.10.2005;153,7848;-1,507;-0,97043115;151,1908;-1,6262;-1,064148622;395,6304;-5,3024;-1,322515893;394,9495;-7,2696;-1,807373146;148,5403;-2,0383;-1,353645206;;;;;
30.09.2005;155,2918;-0,1282;-0,082486167;152,817;-0,2054;-0,134228714;400,9328;-7,4173;-1,816407049;402,2191;-7,6897;-1,875953871;150,5786;-2,6603;-1,73604744;;;;;
31.08.2005;155,42;1,3253;0,860055537;153,0224;1,4882;0,982088532;408,3501;5,7757;1,434691327;409,9088;6,9527;1,725423688;153,2389;2,7376;1,81898761;;;;;
29.07.2005;154,0947;-0,2938;-0,190299148;151,5342;-0,7448;-0,48910224;402,5744;-3,0029;-0,740401398;402,9561;-3,8152;-0,937922612;150,5013;-1,1593;-0,764404203;;;;;
30.06.2005;154,3885;1,584;1,036618686;152,279;1,6728;1,110711246;405,5773;3,7677;0,937682922;406,7713;-3,525;-0,859135215;151,6606;-0,0968;-0,063786016;;;;;
31.05.2005;152,8045;1,3205;0,871709223;150,6062;1,6786;1,127124858;401,8096;6,0937;1,539917906;410,2963;-8,4513;-2,018232463;151,7574;-1,418;-0,925736117;;;;;
29.04.2005;151,484;1,5212;1,014384901;148,9276;2,1924;1,49412002;395,7159;3,3812;0,86181518;418,7476;6,2001;1,502881486;153,1754;1,7437;1,15147621;;;;;
31.03.2005;149,9628;0,2213;0,147788021;146,7352;0,893;0,612305629;392,3347;-7,7342;-1,933217003;412,5475;-5,6923;-1,361013466;151,4317;-2,529;-1,642626982;;;;;
28.02.2005;149,7415;-0,2585;-0,172333333;145,8422;-0,835;-0,569277297;400,0689;-2,1169;-0,526348767;418,2398;0,8791;0,210633153;153,9607;0,5256;0,342555256;;;;;
31.01.2005;150;1,5881;1,070062441;146,6772;1,7944;1,238518306;402,1858;3,4274;0,859517944;417,3607;-5,8764;-1,388441609;153,4351;-1,1858;-0,766907967;;;;;
31.12.2004;148,4119;0,8246;0,558720161;144,8828;0,9231;0,64122112;398,7584;6,1037;1,554470123;423,2371;7,043;1,69223927;154,6209;2,557;1,681529936;;;;;
30.11.2004;147,5873;1,4643;1,00210097;143,9597;1,4943;1,048886256;392,6547;-3,6475;-0,920383485;416,1941;14,5551;3,623925963;152,0639;3,1503;2,115522021;;;;;
29.10.2004;146,123;1,1953;0,824756068;142,4654;1,281;0,907324039;396,3022;3,9281;1,00111093;401,639;11,5141;2,951388132;148,9136;3,0393;2,083506142;;;;;
30.09.2004;144,9277;0,6818;0,472665081;141,1844;0,5635;0,400722794;392,3741;3,045;0,782114669;390,1249;5,3276;1,384521149;145,8743;1,8328;1,272411076;;;;;
31.08.2004;144,2459;2,0217;1,421488045;140,6209;1,808;1,302472609;389,3291;9,3392;2,457749535;384,7973;9,0045;2,396134253;144,0415;3,2031;2,274308711;;;;;
30.07.2004;142,2242;1,289;0,914604726;138,8129;1,2597;0,915791127;379,9899;5,0485;1,346477076;375,7928;-1,9453;-0,514986442;140,8384;0,6089;0,434216766;;;;;
30.06.2004;140,9352;0,3777;0,26871565;137,5532;0,3954;0,288281089;374,9414;1,7929;0,480478951;377,7381;0,6643;0,17617241;140,2295;0,3872;0,276883318;;;;;
31.05.2004;140,5575;-0,3425;-0,243080199;137,1578;-0,3697;-0,268818963;373,1485;-3,0744;-0,817175137;377,0738;2,8244;0,754683909;139,8423;0,3586;0,257090972;;;;;
30.04.2004;140,9;-1,1269;-0,793441242;137,5275;-1,4932;-1,074084651;376,2229;-12,0877;-3,112894678;374,2494;-16,8151;-4,299827778;139,4837;-5,1062;-3,531505313;;;;;
31.03.2004;142,0269;1,3748;0,977447191;139,0207;1,3463;0,977886956;388,3106;3,4715;0,902065305;391,0645;5,7085;1,481357498;144,5899;1,3342;0,93134165;;;;;
27.02.2004;140,6521;1,8708;1,34802023;137,6744;1,8358;1,351456802;384,8391;4,6162;1,214077321;385,356;0,5033;0,130777308;143,2557;1,3242;0,932985278;;;;;
30.01.2004;138,7813;0,7875;0,570677813;135,8386;0,8375;0,620365316;380,2229;4,2642;1,134220328;384,8527;1,2571;0,327714916;141,9315;0,7023;0,497276767;;;;;
31.12.2003;137,9938;1,6317;1,196593482;135,0011;1,7295;1,297725847;375,9587;5,2626;1,419653457;383,5956;14,4323;3,909462289;141,2292;4,384;3,203619857;;;;;
28.11.2003;136,3621;-0,0902;-0,066103686;133,2716;-0,4012;-0,300135854;370,6961;2,8155;0,765329838;369,1633;5,9274;1,631832096;136,8452;1,7438;1,290734219;;;;;
31.10.2003;136,4523;-1,3113;-0,951847948;133,6728;-1,7805;-1,314475173;367,8806;-3,2686;-0,880670092;363,2359;-1,7734;-0,485850634;135,1014;-0,9399;-0,690893133;;;;;
30.09.2003;137,7636;2,2848;1,686463122;135,4533;2,02;1,51386498;371,1492;14,0834;3,944203001;365,0093;19,4764;5,636626787;136,0413;6,4727;4,995577632;;;;;
29.08.2003;135,4788;0,3058;0,226228611;133,4333;0,3307;0,248454951;357,0658;3,407;0,963357903;345,5329;-1,7858;-0,514167535;129,5686;0,0013;0,00100334;;;;;
31.07.2003;135,173;-1,3589;-0,995298535;133,1026;-2,0136;-1,490272817;353,6588;-16,6182;-4,488045436;347,3187;-10,4622;-2,924191873;129,5673;-4,5512;-3,393417016;;;;;
30.06.2003;136,5319;0,4546;0,334074824;135,1162;-0,2214;-0,163590902;370,277;0,0203;0,005482683;357,7809;-5,824;-1,60173859;134,1185;-0,9836;-0,728041977;;;;;
30.05.2003;136,0773;2,8318;2,125250008;135,3376;3,0044;2,270329743;370,2567;13,3729;3,747130018;363,6049;14,8051;4,244583856;135,1021;5,2881;4,073597609;;;;;
30.04.2003;133,2455;1,3008;0,985867564;132,3332;0,0339;0,025623718;356,8838;9,4834;2,729818388;348,7998;4,3006;1,248362841;129,814;2,6529;2,08625122;;;;;
31.03.2003;131,9447;-0,1197;-0,090637598;132,2993;-0,4661;-0,351070384;347,4004;1,5524;0,448867711;344,4992;0,9841;0,286479401;127,1611;0,35;0,276001076;;;;;
28.02.2003;132,0644;1,419;1,086146164;132,7654;1,3335;1,01459387;345,848;7,722;2,283764041;343,5151;4,6483;1,371718917;126,8111;1,8587;1,48752645;;;;;
31.01.2003;130,6454;1,4068;1,088529278;131,4319;1,4661;1,128065999;338,126;2,1753;0,64750572;338,8668;4,6654;1,395984577;124,9524;1,4369;1,163335776;;;;;
31.12.2002;129,2386;2,4972;1,970311201;129,9658;2,5104;1,969630161;335,9507;10,6604;3,277195785;334,2014;15,7414;4,94297557;123,5155;5,1203;4,324753031;;;;;
29.11.2002;126,7414;1,4809;1,182256178;127,4554;0,5177;0,407837861;325,2903;8,1963;2,58481712;318,46;0,4327;0,136057502;118,3952;1,4344;1,2263938;;;;;
31.10.2002;125,2605;-1,1102;-0,878526431;126,9377;-0,8269;-0,647205877;317,094;-4,7086;-1,463195139;318,0273;-1,0494;-0,32888644;116,9608;-1,1049;-0,935834878;;;;;
30.09.2002;126,3707;1,9292;1,550286681;127,7646;2,4172;1,928400589;321,8026;4,8403;1,52709013;319,0767;3,0295;0,958559354;118,0657;1,6003;1,374056157;;;;;
30.08.2002;124,4415;1,7658;1,43940487;125,3474;1,6505;1,334309914;316,9623;10,8301;3,537719978;316,0472;5,4841;1,765856922;116,4654;2,4277;2,128857387;;;;;
31.07.2002;122,6757;0,97;0,797004577;123,6969;1,7869;1,465753425;306,1322;-7,6078;-2,4248741;310,5631;2,9283;0,951875406;114,0377;0,0592;0,05193962;;;;;
28.06.2002;121,7057;1,0313;0,854613737;121,91;2,0899;1,744198177;313,74;-3,7602;-1,184314215;307,6348;14,1128;4,808089343;113,9785;2,5767;2,312978785;;;;;
31.05.2002;120,6744;0,2381;0,19769787;119,8201;0,1501;0,125428261;317,5002;4,1915;1,337817941;293,522;8,2591;2,895259075;111,4018;2,4147;2,215583312;;;;;
30.04.2002;120,4363;0,9672;0,809581724;119,67;1,31;1,106792835;313,3087;4,2863;1,387051554;285,2629;9,847;3,575320089;108,9871;2,3782;2,230770602;;;;;
29.03.2002;119,4691;-0,6701;-0,557769654;118,36;-1,3388;-1,118474036;309,0224;-5,1976;-1,654127681;275,4159;-0,5994;-0,217161875;106,6089;-0,9722;-0,903690332;;;;;
28.02.2002;120,1392;0,1353;0,112746336;119,6988;0,0711;0,059434395;314,22;0,6962;0,222056507;276,0153;1,3796;0,502338188;107,5811;0,4925;0,45989956;;;;;
31.01.2002;120,0039;0,9288;0,780011942;119,6277;0,7007;0,589184962;313,5238;2,5227;0,811154687;274,6357;-4,8164;-1,723515407;107,0886;-0,5042;-0,468618718;;;;;
31.12.2001;119,0751;-1,3037;-1,082998003;118,927;-1,6254;-1,348293356;311,0011;-2,5099;-0,80057797;279,4521;-8,1177;-2,822862484;107,5928;-1,828;-1,670614728;;;;;
30.11.2001;120,3788;-0,1276;-0,105886492;120,5524;-0,6963;-0,574274198;313,511;-3,6399;-1,14768711;287,5698;-3,9739;-1,363054664;109,4208;-0,8493;-0,770199719;;;;;
31.10.2001;120,5064;2,4739;2,09594815;121,2487;2,9093;2,458437342;317,1509;8,1751;2,645870647;291,5437;1,9097;0,659349386;110,2701;1,4067;1,29216982;;;;;
28.09.2001;118,0325;-0,2506;-0,211864586;118,3394;0,7828;0,665892004;308,9758;-3,5754;-1,143940577;289,634;1,9691;0,684511736;108,8634;-0,1453;-0,133292113;;;;;
31.08.2001;118,2831;1,1473;0,979461446;117,5566;1,0706;0,919080405;312,5512;4,1081;1,331882607;287,6649;10,6034;3,827092541;109,0087;2,7895;2,626173046;;;;;
31.07.2001;117,1358;1,6125;1,395822315;116,486;1,6409;1,428794089;308,4431;8,6754;2,894040952;277,0615;6,6248;2,449667519;106,2192;2,7307;2,638650671;;;;;
29.06.2001;115,5233;1,0157;0,88701536;114,8451;0,9724;0,853936018;299,7677;1,7183;0,576515168;270,4367;-2,732;-1,000114581;103,4885;-0,4347;-0,41828966;;;;;
31.05.2001;114,5076;0,7538;0,662659181;113,8727;0,1558;0,1370069;298,0494;2,8753;0,97410308;273,1687;-0,5767;-0,210670207;103,9232;0,6708;0,649670129;;;;;
30.04.2001;113,7538;-0,9015;-0,786269802;113,7169;-1,588;-1,377218141;295,1741;-1,2819;-0,432408182;273,7454;-0,7283;-0,265344184;103,2524;0,024;0,023249416;;;;;
30.03.2001;114,6553;1,0241;0,901248953;115,3049;0,8917;0,779368115;296,456;1,4549;0,493184602;274,4737;-8,3257;-2,944030291;103,2284;-1,5336;-1,463889578;;;;;
28.02.2001;113,6312;0,5496;0,486020714;114,4132;0,5901;0,518436064;295,0011;2,5626;0,876286809;282,7994;-0,154;-0,054425923;104,762;0,2894;0,277010431;;;;;
31.01.2001;113,0816;1,2173;1,088193463;113,8231;0,7278;0,643528069;292,4385;8,8691;3,127664692;282,9534;-0,3873;-0,136690564;104,4726;1,3863;1,344795574;;;;;
29.12.2000;111,8643;1,6723;1,517623784;113,0953;1,5032;1,347048761;283,5694;4,2096;1,506873931;283,3407;9,6973;3,543772662;103,0863;2,301;2,283071043;;;;;
30.11.2000;110,192;1,3725;1,261262917;111,5921;1,6426;1,49395859;279,3598;2,7993;1,012183591;273,6434;5,2525;1,957033566;100,7853;1,2417;1,247393102;;;;;
31.10.2000;108,8195;0,2342;0,21568297;109,9495;0,4795;0,438019549;276,5605;-1,0125;-0,364768908;268,3909;-3,4532;-1,270286903;99,5436;-0,8486;-0,845284793;;;;;
29.09.2000;108,5853;1,1081;1,031009368;109,47;0,7857;0,722919502;277,573;0,7378;0,266512351;271,8441;-0,4735;-0,173877854;100,3922;;;;;;;
31.08.2000;107,4772;0,1035;0,09639232;108,6843;0,0473;0,043539494;276,8352;2,9407;1,073661574;272,3176;-2,0987;-0,764786931;;;;;;;;
31.07.2000;107,3737;0,3445;0,321874778;108,637;0,3511;0,324234272;273,8945;3,2894;1,215572064;274,4163;-4,6932;-1,681490598;;;;;;;;
30.06.2000;107,0292;0,4369;0,409879513;108,2859;0,3952;0,366296632;270,6051;8,1024;3,086596824;279,1095;6,6608;2,444790524;;;;;;;;
